,title,Cumulative Worldwide Gross,Budget,Opening Weekend United States,rating,runtimes,votes,aspect ratio,ROI
1598,Prisoners (2013),122126687.0,46000000.0,20817053.0,8.1,153,559170.0,1.85,165.49279782608696
942,Mission: Impossible III (2006),397850012.0,150000000.0,47743273.0,6.9,126,317320.0,2.35,165.23334133333333
1120,Made of Honor (2008),105962760.0,40000000.0,14756850.0,5.9,101,65146.0,2.35,164.90689999999998
1427,Footloose (2011),63543328.0,24000000.0,15556113.0,5.9,113,44530.0,2.35,164.76386666666667
1406,Captain America: The First Avenger (2011),370569774.0,140000000.0,65058524.0,6.9,124,704504.0,1.85,164.69269571428572
429,Gone in 60 Seconds (2000),237202299.0,90000000.0,25336048.0,6.5,118,252749.0,2.39,163.55811
1236,Halloween II (2009),39421467.0,15000000.0,16349565.0,4.9,105,46564.0,1.85,162.80978
1361,The Rite (2011),97143987.0,37000000.0,14789393.0,6.0,114,88127.0,2.35,162.5513162162162
1846,Storks (2016),183388953.0,70000000.0,21311407.0,6.8,87,53124.0,2.35,161.98421857142858
755,50 First Dates (2004),196485100.0,75000000.0,45107871.0,6.8,99,314077.0,2.35,161.98013333333336
1465,Ghost Rider: Spirit of Vengeance (2011),149217355.0,57000000.0,22115334.0,4.3,96,107074.0,2.35,161.78483333333332
1386,Soul Surfer (2011),47088990.0,18000000.0,10601862.0,7.0,112,43293.0,2.35,161.6055
1102,Jumper (2008),222231186.0,85000000.0,32092991.0,6.1,88,279058.0,2.35,161.44845411764706
1600,The Family (2013),78418811.0,30000000.0,14034764.0,6.3,111,105998.0,2.35,161.39603666666667
903,Derailed (2005),57479076.0,22000000.0,12211986.0,6.6,108,69332.0,2.35,161.26852727272728
1268,Legion (2010),67918658.0,26000000.0,17501625.0,5.2,100,95868.0,2.35,161.2256076923077
1188,Underworld: Rise of the Lycans (2009),91353501.0,35000000.0,20828511.0,6.6,92,146219.0,2.35,161.01000285714287
670,Anger Management (2003),195745823.0,75000000.0,42220847.0,6.3,106,197338.0,2.35,160.9944306666667
776,*batteries not included (1987),65088797.0,25000000.0,3326530.0,6.7,106,29946.0,1.85,160.355188
1233,The Time Traveler's Wife (2009),101344412.0,39000000.0,18623171.0,7.1,107,136215.0,2.35,159.85746666666668
701,S.W.A.T. (2003),207725639.0,80000000.0,37062535.0,6.0,117,134309.0,2.39,159.65704875
1697,The Pyramid (2014),16861137.0,6500000.0,1369935.0,4.6,89,22281.0,2.35,159.40210769230768
348,The Thomas Crown Affair (1999),124305181.0,48000000.0,14600719.0,6.8,113,83837.0,2.39,158.96912708333332
967,World Trade Center (2006),162970240.0,63000000.0,18730762.0,5.9,129,75723.0,1.85,158.68292063492063
1450,The Girl with the Dragon Tattoo (2009),232617430.0,90000000.0,12750000.0,7.8,158,402313.0,2.39,158.4638111111111
1373,"Big Mommas: Like Father, Like Son (2011)",82686066.0,32000000.0,19000000.0,4.4,107,24483.0,2.35,158.39395625
861,Monster-in-Law (2005),154749918.0,60000000.0,23105133.0,5.5,101,54328.0,2.35,157.91653000000002
1264,It's Complicated (2009),219103655.0,85000000.0,22100822.0,6.5,120,83339.0,1.85,157.76900588235293
398,The Whole Nine Yards (2000),106371651.0,41300000.0,15915676.0,6.7,98,106478.0,1.85,157.5584769975787
461,Men of Honor (2000),82343495.0,32000000.0,13339465.0,7.2,129,103650.0,2.35,157.32342187499998
1207,Star Trek (2009),385680446.0,150000000.0,75204289.0,7.9,127,566120.0,1.43,157.12029733333333
1107,"10,000 BC (2008)",269784201.0,105000000.0,35867488.0,5.1,109,122539.0,2.35,156.9373342857143
414,Predator (1987),38532010.0,15000000.0,12031638.0,7.8,107,357404.0,1.85,156.88006666666666
931,Failure to Launch (2006),128406887.0,50000000.0,24411322.0,5.6,97,69826.0,2.35,156.813774
1718,Horrible Bosses 2 (2014),107645357.0,42000000.0,15457418.0,6.3,108,150886.0,2.35,156.29846904761905
843,Coach Carter (2005),76669806.0,30000000.0,29168180.0,7.3,136,118699.0,2.35,155.56601999999998
1366,The Adjustment Bureau (2011),127869379.0,50200000.0,21157730.0,7.0,106,234512.0,1.85,154.71987848605576
1858,Office Christmas Party (2016),114501299.0,45000000.0,17500000.0,5.8,105,64835.0,2.35,154.4473311111111
1261,The Princess and the Frog (2009),267045765.0,105000000.0,786190.0,7.1,97,116054.0,1.85,154.3293
359,Double Jeopardy (1999),177841558.0,70000000.0,23162542.0,6.5,105,68941.0,2.39,154.05936857142856
1009,The Hitcher (2007),25393046.0,10000000.0,7818239.0,5.6,84,39579.0,2.35,153.93045999999998
1342,Beastly (2011),43165571.0,17000000.0,9851102.0,5.6,86,73999.0,2.35,153.91512352941177
1447,New Year's Eve (2011),142044638.0,56000000.0,13019180.0,5.7,118,79195.0,1.85,153.65113928571427
1250,Law Abiding Citizen (2009),126690726.0,50000000.0,21039502.0,7.4,109,261276.0,2.35,153.381452
249,The Godfather: Part III (1990),136766062.0,54000000.0,19558558.0,7.6,162,339466.0,1.37,153.27048518518518
439,Coyote Ugly (2000),113916474.0,45000000.0,17319282.0,5.7,100,103489.0,2.39,153.14772000000002
1392,The Roommate (2011),40492759.0,16000000.0,15002635.0,4.8,91,34492.0,2.35,153.07974375
1364,Paul (2011),101162106.0,40000000.0,13043310.0,7.0,104,227190.0,2.35,152.90526499999999
1526,Killing Them Softly (2012),37930465.0,15000000.0,6812900.0,6.2,97,127332.0,2.35,152.86976666666666
392,Bad Lieutenant (1992),2527895.0,1000000.0,47454.0,7.1,96,36662.0,1.85,152.7895
132,Star Trek V: The Final Frontier (1989),70210000.0,27800000.0,17300000.0,5.5,107,53781.0,2.20,152.55395683453236
1352,Yogi Bear (2010),201584141.0,80000000.0,16411322.0,4.6,80,19621.0,1.85,151.98017625
1543,This Is 40 (2012),88058786.0,35000000.0,12030690.0,6.2,134,122476.0,2.35,151.59653142857144
510,Dr. Dolittle 2 (2001),176104344.0,70000000.0,25037039.0,4.7,87,40447.0,2.39,151.57763428571428
605,Halloween: Resurrection (2002),37664855.0,15000000.0,12292121.0,4.0,94,35700.0,2.35,151.09903333333335
1073,30 Days of Night (2007),80276156.0,32000000.0,15951902.0,6.6,113,159561.0,2.35,150.8629875
235,Repo Man (1984),3750080.0,1500000.0,95300.0,6.9,92,32027.0,1.85,150.0053333333333
1883,Before I Fall (2017),12498674.0,5000000.0,4690214.0,6.4,98,42334.0,2.35,149.97348
1854,Almost Christmas (2016),42487325.0,17000000.0,15564000.0,6.1,111,5622.0,2.35,149.9254411764706
1369,I Am Number Four (2011),149878437.0,60000000.0,22755854.0,6.1,111,222457.0,1.85,149.797395
1026,The Hills Have Eyes 2 (2007),37466538.0,15000000.0,9686362.0,5.1,89,58922.0,2.35,149.77692
384,Pacific Heights (1990),44926706.0,18000000.0,6912637.0,6.4,102,17072.0,1.85,149.5928111111111
31,Frankenstein (1994),112006296.0,45000000.0,11212889.0,6.4,123,49426.0,1.85,148.90288
1580,Elysium (2013),286140700.0,115000000.0,29807393.0,6.6,109,407519.0,2.35,148.818
1788,The Peanuts Movie (2015),246233113.0,99000000.0,44213073.0,7.1,88,40543.0,1.85,148.72031616161615
1206,X-Men Origins: Wolverine (2009),373062864.0,150000000.0,85058003.0,6.6,107,452017.0,2.39,148.708576
1722,Unbroken (2014),161459297.0,65000000.0,30621445.0,7.2,137,137496.0,2.35,148.39891846153844
1894,Alien: Covenant (2017),240891763.0,97000000.0,36160621.0,6.4,122,240813.0,1.90,148.3420237113402
724,Pieces of April (2003),743364.0,300000.0,48422.0,7.0,80,19693.0,1.85,147.788
1333,Megamind (2010),321885765.0,130000000.0,46016833.0,7.2,95,216927.0,2.39,147.6044346153846
1433,Abduction (2011),86648359.0,35000000.0,10925253.0,5.1,106,74283.0,2.35,147.56674
589,Insomnia (2002),113714830.0,46000000.0,20930169.0,7.2,118,262109.0,2.39,147.20615217391304
877,Sky High (2005),86369815.0,35000000.0,14631784.0,6.2,100,75230.0,1.78,146.77089999999998
271,Urban Legend (1998),34455157.0,14000000.0,10515444.0,5.6,99,57227.0,2.35,146.10826428571428
1570,Star Trek Into Darkness (2013),467365246.0,190000000.0,70165559.0,7.7,132,453772.0,1.43,145.98170842105262
1855,Collateral Beauty (2016),88528280.0,36000000.0,7102085.0,6.8,97,85211.0,2.35,145.91188888888888
1688,Hercules (2014),244819862.0,100000000.0,29000000.0,6.0,98,141081.0,2.35,144.819862
923,The Pink Panther (2006),158851357.0,65000000.0,20220412.0,5.7,93,78512.0,1.85,144.38670307692308
46,Cliffhanger (1993),171000000.0,70000000.0,20458022.0,6.4,113,115268.0,2.39,144.28571428571428
1156,Max Payne (2008),85416905.0,35000000.0,17639849.0,5.4,100,119738.0,2.35,144.04829999999998
39,Maverick (1994),183031272.0,75000000.0,17248545.0,7.0,127,97959.0,2.39,144.041696
892,Flightplan (2005),133680000.0,55000000.0,24629938.0,6.3,98,147643.0,2.39,143.05454545454546
1242,Cloudy with a Chance of Meatballs (2009),243006126.0,100000000.0,30304648.0,6.9,90,194877.0,2.35,143.006126
1381,Scream 4 (2011),97138686.0,40000000.0,18692090.0,6.1,111,122662.0,2.35,142.846715
1642,RoboCop (2014),242688965.0,100000000.0,25061581.0,6.1,117,210758.0,2.35,142.688965
1843,Middle School: The Worst Years of My Life (2016),20611649.0,8500000.0,6878437.0,6.1,92,7060.0,2.39,142.4899882352941
86,Eraser (1996),242295562.0,100000000.0,24566446.0,6.1,115,100168.0,2.39,142.295562
1436,J. Edgar (2011),84606030.0,35000000.0,11217324.0,6.5,137,118801.0,2.39,141.7315142857143
955,"You, Me and Dupree (2006)",130431368.0,54000000.0,21525560.0,5.6,110,76427.0,1.85,141.53957037037037
996,The Holiday (2006),205135324.0,85000000.0,12778913.0,6.9,136,231576.0,1.85,141.33567529411766
1469,This Means War (2012),156491279.0,65000000.0,17405930.0,6.3,103,171231.0,2.35,140.75581384615384
994,Deja Vu (2006),180557550.0,75000000.0,20574802.0,7.0,126,284047.0,2.39,140.7434
246,The Mask of Zorro (1998),156193000.0,65000000.0,22525855.0,6.7,136,162351.0,2.39,140.29692307692306
1449,We Bought a Zoo (2011),120081841.0,50000000.0,9450000.0,7.1,124,130322.0,1.85,140.163682
1400,Larry Crowne (2011),72008245.0,30000000.0,13006875.0,6.1,98,60958.0,2.39,140.02748333333332
361,Three Kings (1999),107752036.0,45000000.0,15847636.0,7.1,114,156133.0,2.39,139.44896888888888
509,Lara Croft: Tomb Raider (2001),274703340.0,115000000.0,47735743.0,5.8,100,191733.0,1.85,138.8724695652174
1028,Blades of Glory (2007),145708642.0,61000000.0,33014202.0,6.3,93,152327.0,1.85,138.8666262295082
1566,Oblivion (2013),286168572.0,120000000.0,37054485.0,7.0,124,468606.0,1.9,138.47381000000001
176,In & Out (1997),83256929.0,35000000.0,15019821.0,6.4,90,37290.0,1.85,137.87694
1545,Texas Chainsaw 3D (2013),47241945.0,20000000.0,21744470.0,4.8,92,43574.0,2.35,136.209725
1765,Independence Day: Resurgence (2016),389681935.0,165000000.0,41039944.0,5.2,120,160460.0,2.39,136.1708696969697
512,A.I. Artificial Intelligence (2001),235927000.0,100000000.0,29352630.0,7.2,146,281882.0,1.78,135.927
1472,The Cabin in the Woods (2011),70768144.0,30000000.0,14743614.0,7.0,95,355670.0,2.40,135.89381333333333
1347,TRON: Legacy (2010),400062763.0,170000000.0,44026211.0,6.8,125,304464.0,1.78,135.3310370588235
1756,Hitman: Agent 47 (2015),82347656.0,35000000.0,8326530.0,5.7,96,82911.0,2.35,135.27901714285716
1623,Homefront (2013),51695362.0,22000000.0,6915241.0,6.5,100,102179.0,2.35,134.9789181818182
432,The Perfect Storm (2000),328718434.0,140000000.0,41325042.0,6.4,130,150923.0,2.39,134.79888142857143
787,The Terminal (2004),140813273.0,60000000.0,19053199.0,7.3,128,384144.0,1.85,134.68878833333332
1274,Tooth Fairy (2010),112462508.0,48000000.0,14010409.0,5.0,101,40047.0,1.85,134.29689166666668
1220,Whatever Works (2009),35097815.0,15000000.0,266162.0,7.1,93,68840.0,1.85,133.98543333333333
1481,Snow White and the Huntsman (2012),396592829.0,170000000.0,56217700.0,6.1,127,265184.0,2.39,133.2898994117647
1786,Goosebumps (2015),156246468.0,67000000.0,23618556.0,6.3,103,76583.0,2.39,133.20368358208955
536,Training Day (2001),104876233.0,45000000.0,22550788.0,7.7,122,370558.0,2.35,133.05829555555556
676,Legal Eagles (1986),93151591.0,40000000.0,8043360.0,6.0,116,9553.0,2.35,132.8789775
1118,The Forbidden Kingdom (2008),127980002.0,55000000.0,21401121.0,6.6,104,98936.0,2.35,132.69091272727275
619,Secretary (2002),9304609.0,4000000.0,182306.0,7.0,107,79988.0,1.85,132.615225
972,Barnyard (2006),118583844.0,51000000.0,15820864.0,5.5,90,26294.0,1.85,132.51734117647058
761,Secret Window (2004),92913171.0,40000000.0,18237568.0,6.6,96,175375.0,2.35,132.2829275
982,Open Season (2006),197309027.0,85000000.0,23624548.0,6.1,86,82575.0,1.85,132.12826705882352
863,The Longest Yard (2005),190320568.0,82000000.0,58613245.0,6.4,113,156116.0,2.39,132.09825365853658
21,First Knight (1995),127600435.0,55000000.0,10900000.0,6.0,134,65279.0,1.85,132.0007909090909
488,The Mexican (2001),81000000.0,35000000.0,20108829.0,6.1,123,100025.0,2.35,131.42857142857142
397,Pitch Black (2000),53187659.0,23000000.0,14015741.0,7.1,109,219218.0,2.39,131.25069130434784
1368,Hall Pass (2011),83160734.0,36000000.0,13535374.0,5.8,105,116587.0,2.35,131.00203888888888
849,Constantine (2005),230884728.0,100000000.0,29769098.0,7.0,121,291135.0,2.40,130.884728
1563,Olympus Has Fallen (2013),161025640.0,70000000.0,30373794.0,6.5,119,247370.0,2.39,130.03662857142857
694,The League of Extraordinary Gentlemen (2003),179265204.0,78000000.0,23075892.0,5.8,110,161707.0,2.39,129.8271846153846
656,Daredevil (2003),179179718.0,78000000.0,45033454.0,5.3,103,201809.0,2.35,129.71758717948717
43,The Beverly Hillbillies (1993),57405220.0,25000000.0,9525375.0,5.0,92,16762.0,1.33,129.62088
1197,"I Love You, Man (2009)",91636986.0,40000000.0,17810270.0,7.0,105,189392.0,1.85,129.092465
1687,The Expendables 3 (2014),206172544.0,90000000.0,15879645.0,6.1,126,162437.0,2.39,129.08060444444445
1354,Season of the Witch (2011),91627228.0,40000000.0,10612375.0,5.4,95,87988.0,1.85,129.06807
1456,Underworld Awakening (2012),160112671.0,70000000.0,25306725.0,6.4,88,141854.0,1.85,128.73238714285716
1418,The Debt (2010),45636368.0,20000000.0,9949109.0,6.8,113,62465.0,2.35,128.18184
1138,The X Files: I Want to Believe (2008),68369434.0,30000000.0,10021753.0,5.9,104,87150.0,2.35,127.89811333333334
1640,The Monuments Men (2014),159231620.0,70000000.0,22700000.0,6.1,118,120622.0,2.35,127.47374285714285
1182,Revolutionary Road (2008),79564960.0,35000000.0,189911.0,7.3,119,186524.0,2.35,127.32845714285715
765,Scooby-Doo 2: Monsters Unleashed (2004),181466833.0,80000000.0,29438331.0,5.0,93,46031.0,1.85,126.83354125
604,Road to Perdition (2002),181001478.0,80000000.0,22079481.0,7.7,117,235657.0,2.35,126.2518475
660,Cradle 2 the Grave (2003),56489558.0,25000000.0,16521486.0,5.8,101,40172.0,2.35,125.95823200000001
1637,Jack Ryan: Shadow Recruit (2014),135511030.0,60000000.0,17200000.0,6.2,105,118429.0,2.35,125.85171666666666
808,Cellular (2004),56422687.0,25000000.0,10100571.0,6.5,94,90014.0,2.35,125.690748
858,The Amityville Horror (2005),42813762.0,19000000.0,23507007.0,6.0,90,102041.0,2.35,125.33558947368422
855,Miss Congeniality 2: Armed & Fabulous (2005),101393569.0,45000000.0,14043215.0,5.1,115,66792.0,2.35,125.31904222222224
965,Talladega Nights: The Ballad of Ricky Bobby (2006),162966177.0,72500000.0,47042215.0,6.6,108,160621.0,2.39,124.78093379310344
305,Patch Adams (1998),202292902.0,90000000.0,25262280.0,6.8,115,99346.0,2.39,124.76989111111112
705,Commando (1985),22391000.0,10000000.0,7700015.0,6.7,90,139836.0,1.85,123.91000000000001
1302,Knight and Day (2010),261930436.0,117000000.0,20139985.0,6.3,109,174318.0,2.35,123.87216752136752
1867,The Great Wall (2016),334933831.0,150000000.0,18469620.0,5.9,103,118781.0,2.39,123.28922066666668
1831,Hell or High Water (2016),26749794.0,12000000.0,621329.0,7.6,102,189962.0,2.35,122.91494999999999
918,Underworld: Evolution (2006),111340801.0,50000000.0,26857181.0,6.7,106,184458.0,2.35,122.681602
1177,The Curious Case of Benjamin Button (2008),333932083.0,150000000.0,26853816.0,7.8,166,560672.0,2.40,122.62138866666668
1152,Eagle Eye (2008),178066569.0,80000000.0,29150721.0,6.6,118,171141.0,2.39,122.58321125
197,Flubber (1997),177977226.0,80000000.0,35892031.0,5.3,93,81145.0,1.85,122.4715325
1041,Fantastic Four: Rise of the Silver Surfer (2007),289047763.0,130000000.0,58051684.0,5.6,92,244557.0,2.35,122.34443307692308
1903,Rough Night (2017),44436928.0,20000000.0,8004283.0,5.2,101,43211.0,2.39,122.18464
1127,You Don't Mess with the Zohan (2008),199936011.0,90000000.0,38531374.0,5.5,113,183806.0,1.85,122.15112333333333
880,The Dukes of Hazzard (2005),111069515.0,50000000.0,30675314.0,5.1,104,73951.0,2.35,122.13902999999999
1590,Percy Jackson: Sea of Monsters (2013),199850315.0,90000000.0,14401054.0,5.8,106,105938.0,2.39,122.05590555555557
205,Great Expectations (1998),55494066.0,25000000.0,9593290.0,6.9,111,49671.0,2.35,121.97626399999999
55,Executive Decision (1996),121969216.0,55000000.0,12100000.0,6.4,133,48546.0,2.35,121.76221090909092
342,La maldición (1999),177311151.0,80000000.0,33435140.0,5.0,113,68932.0,2.35,121.63893875000001
1148,Mirrors (2008),77488607.0,35000000.0,11161074.0,6.2,110,99484.0,2.35,121.39602000000001
672,Ghosts of the Abyss (2003),28780668.0,13000000.0,1408474.0,6.8,61,4826.0,1.78,121.38975384615385
1291,The Back-up Plan (2010),77477008.0,35000000.0,12201710.0,5.4,104,47187.0,2.35,121.36287999999999
1004,Dreamgirls (2006),154937680.0,70000000.0,378950.0,6.5,130,66302.0,2.35,121.33954285714286
316,Analyze This (1999),176885658.0,80000000.0,18383507.0,6.7,103,141586.0,1.85,121.10707249999999
1827,Pete's Dragon (2016),143695338.0,65000000.0,21514095.0,6.7,102,51565.0,2.35,121.06975076923077
1394,X-Men: First Class (2011),353624124.0,160000000.0,55101604.0,7.7,131,627696.0,2.39,121.0150775
178,The Peacemaker (1997),110463140.0,50000000.0,12311939.0,5.9,124,52397.0,2.39,120.92628
1444,The Bourne Legacy (2012),276144750.0,125000000.0,38142825.0,6.7,135,275926.0,2.39,120.91579999999999
1508,The Words (2012),13231461.0,6000000.0,4750894.0,7.0,102,72345.0,1.85,120.52435
406,Death Wish 3 (1985),19838666.0,9000000.0,5319116.0,5.9,92,13298.0,1.85,120.42962222222222
1421,Moneyball (2011),110206216.0,50000000.0,19501302.0,7.6,133,342681.0,1.85,120.412432
1016,Reno 911!: Miami (2007),22021262.0,10000000.0,10273477.0,5.9,84,25877.0,1.85,120.21261999999999
1309,Scott Pilgrim vs. the World (2010),132000000.0,60000000.0,10609795.0,7.5,112,356021.0,1.85,120.0
652,The Recruit (2003),101191884.0,46000000.0,16302063.0,6.6,115,126540.0,1.78,119.98235652173912
412,Frequency (2000),68106245.0,31000000.0,9025584.0,7.3,118,97445.0,2.35,119.69756451612903
171,Spawn (1997),87840042.0,40000000.0,21210131.0,5.3,96,61930.0,1.85,119.600105
531,The Princess Diaries (2001),57086197.0,26000000.0,22862269.0,6.3,111,121534.0,1.85,119.56229615384615
1901,Cars 3 (2017),383889151.0,175000000.0,53688680.0,6.7,102,67096.0,2.35,119.36522914285715
764,The Ladykillers (2004),76747441.0,35000000.0,12634563.0,6.2,104,96198.0,1.85,119.27840285714286
71,Courage Under Fire (1996),100860818.0,46000000.0,12501000.0,6.6,116,48408.0,1.85,119.26264782608695
937,Take the Lead (2006),65742529.0,30000000.0,12051277.0,6.6,118,24219.0,1.85,119.14176333333333
1049,I Now Pronounce You Chuck & Larry (2007),186072214.0,85000000.0,34233750.0,5.9,115,136805.0,1.85,118.90848705882352
182,The Game (1997),109423648.0,50000000.0,14337029.0,7.8,129,327886.0,2.39,118.84729599999999
84,The Cable Guy (1996),102825796.0,47000000.0,19806226.0,6.1,96,146318.0,2.39,118.77828936170214
363,El vengador del futuro (1990),141905000.0,65000000.0,5788.0,7.5,113,288175.0,1.85,118.31538461538462
1202,Monsters vs. Aliens (2009),381509870.0,175000000.0,59321095.0,6.4,94,141209.0,2.39,118.00564
1360,The Lincoln Lawyer (2011),87145086.0,40000000.0,13206453.0,7.3,118,203451.0,2.35,117.86271500000001
1862,Underworld: Blood Wars (2016),76130534.0,35000000.0,13688751.0,5.8,91,66197.0,2.35,117.51581142857144
747,Mona Lisa Smile (2003),141337989.0,65000000.0,11528498.0,6.5,117,74773.0,1.85,117.44306
44,Beverly Hills Cop III (1994),119208989.0,55000000.0,12426169.0,5.6,104,73171.0,1.85,116.74361636363638
1727,Madea's Big Happy Family (2011),54161287.0,25000000.0,25068677.0,4.7,106,7234.0,1.85,116.645148
1578,Pacific Rim (2013),411002906.0,190000000.0,37285325.0,6.9,131,454166.0,1.85,116.31731894736843
1588,2 Guns (2013),131940411.0,61000000.0,27059130.0,6.7,109,188087.0,2.39,116.29575573770492
435,But I'm a Cheerleader (1999),2595216.0,1200000.0,60410.0,6.6,85,24394.0,1.85,116.268
1669,A Million Ways to Die in the West (2014),86408083.0,40000000.0,17069000.0,6.1,116,165639.0,2.39,116.0202075
465,102 Dalmatians (2000),183611771.0,85000000.0,19883351.0,4.9,100,33246.0,1.85,116.01384823529412
1451,The Darkest Hour (2011),64626786.0,30000000.0,3000000.0,4.9,89,56303.0,2.35,115.42262000000001
1474,Mirror Mirror (2012),183018522.0,85000000.0,18132085.0,5.6,106,81335.0,1.85,115.31590823529412
913,Cheaper by the Dozen 2 (2005),129181830.0,60000000.0,15340679.0,5.5,94,52354.0,2.39,115.30305000000001
194,Alien: Resurrection (1997),161376068.0,75000000.0,16474092.0,6.2,109,219460.0,2.39,115.16809066666667
1372,Red Riding Hood (2011),90300442.0,42000000.0,14005335.0,5.4,100,104841.0,2.35,115.00105238095237
1222,Public Enemies (2009),214104620.0,100000000.0,25271675.0,7.0,140,269716.0,2.35,114.10461999999998
221,A Perfect Murder (1998),128038368.0,60000000.0,16615704.0,6.5,107,75954.0,1.85,113.39728
1297,The Last Airbender (2010),319731881.0,150000000.0,51804232.0,4.1,103,141895.0,2.35,113.15458733333332
541,From Hell (2001),74558115.0,35000000.0,11014818.0,6.8,122,142652.0,2.35,113.02318571428572
1068,The Heartbreak Kid (2007),127766650.0,60000000.0,14022105.0,5.8,116,82274.0,2.35,112.94441666666665
45,Carlito's Way (1993),63848322.0,30000000.0,9116675.0,7.9,144,191821.0,2.35,112.82774
1379,Hanna (2011),63782078.0,30000000.0,12370549.0,6.8,111,184060.0,2.35,112.60692666666668
1403,Zookeeper (2011),169852759.0,80000000.0,20065617.0,5.2,102,54652.0,2.35,112.31594874999999
371,End of Days (1999),211989043.0,100000000.0,20523595.0,5.8,122,102856.0,2.39,111.98904300000001
1350,Gulliver's Travels (2010),237382724.0,112000000.0,6307691.0,4.9,85,63467.0,2.35,111.94886071428571
1535,Rise of the Guardians (2012),306941670.0,145000000.0,23773465.0,7.3,97,150660.0,1.85,111.68391034482758
1550,Side Effects (2013),63372757.0,30000000.0,9303145.0,7.1,106,174174.0,1.85,111.24252333333334
583,Changing Lanes (2002),94935764.0,45000000.0,17128062.0,6.4,98,64893.0,2.35,110.96836444444445
1487,What to Expect When You're Expecting (2012),84384002.0,40000000.0,10547068.0,5.7,110,67716.0,2.35,110.96000500000001
1503,The Odd Life of Timothy Green (2012),52685425.0,25000000.0,10822903.0,6.6,105,43783.0,1.85,110.74170000000001
1724,Big Eyes (2014),21059366.0,10000000.0,3001738.0,7.0,106,81357.0,1.85,110.59366
388,Patriot Games (1992),94700000.0,45000000.0,18500000.0,6.9,117,98184.0,2.20,110.44444444444443
1330,Hereafter (2010),105197635.0,50000000.0,220322.0,6.4,129,88696.0,2.39,110.39527
695,Bad Boys II (2003),273339556.0,130000000.0,46522560.0,6.6,147,220166.0,2.39,110.26119692307692
1895,Going in Style (2017),52488503.0,25000000.0,11932330.0,6.6,96,71402.0,2.39,109.95401199999999
1585,Turbo (2013),282570682.0,135000000.0,21312625.0,6.4,96,79017.0,2.39,109.3116162962963
1626,The Secret Life of Walter Mitty (2013),188133322.0,90000000.0,13000000.0,7.3,114,283505.0,2.39,109.03702444444446
1517,Frankenweenie (2012),81491068.0,39000000.0,11412213.0,6.9,87,93228.0,1.85,108.95145641025641
1604,Runner Runner (2013),62675095.0,30000000.0,7706712.0,5.6,88,59341.0,2.35,108.91698333333333
1116,Superhero Movie (2008),73026302.0,35000000.0,9510297.0,4.5,75,61604.0,1.85,108.64657714285715
601,Like Mike (2002),62432423.0,30000000.0,12179420.0,5.3,99,18170.0,1.85,108.10807666666666
1014,Ghost Rider (2007),228738393.0,110000000.0,52022908.0,5.2,110,215993.0,2.35,107.94399363636364
476,The Family Man (2000),124745083.0,60000000.0,15104055.0,6.8,125,99862.0,2.39,107.90847166666666
1192,Coraline (2009),124596398.0,60000000.0,16849646.0,7.7,100,185771.0,1.85,107.66066333333333
367,The Bone Collector (1999),151493655.0,73000000.0,16712020.0,6.7,118,147703.0,2.35,107.52555479452054
1260,Invictus (2009),124514011.0,60000000.0,8611147.0,7.3,134,144752.0,2.39,107.52335166666667
1670,Edge of Tomorrow (2014),369206256.0,178000000.0,28760246.0,7.9,113,571617.0,2.35,107.41924494382022
1415,Glee: The 3D Concert Movie (2011),18663238.0,9000000.0,5961231.0,5.4,84,5496.0,1.85,107.36931111111112
1729,Annie (2014),134611262.0,65000000.0,15861939.0,5.3,118,32594.0,2.39,107.09424923076922
101,Maximum Risk (1996),51702483.0,25000000.0,5611707.0,5.5,101,19328.0,2.35,106.809932
417,Keeping the Faith (2000),59945183.0,29000000.0,8078671.0,6.3,128,48795.0,1.85,106.7075275862069
1167,Bolt (2008),309979994.0,150000000.0,26223128.0,6.8,96,181658.0,1.85,106.65332933333333
1504,Lawless (2012),53676580.0,26000000.0,10001566.0,7.3,116,220444.0,2.35,106.44838461538461
1602,Nebraska (2013),24773560.0,12000000.0,1552426.0,7.7,115,108544.0,2.35,106.44633333333333
78,The Craft (1996),30900000.0,15000000.0,210549.0,6.3,101,71979.0,1.85,106.0
466,Unbreakable (2000),154500000.0,75000000.0,30330771.0,7.3,106,372275.0,2.39,106.0
1627,Her (2013),47351251.0,23000000.0,260382.0,8.0,126,503902.0,1.85,105.87500434782609
1163,Changeling (2008),113020256.0,55000000.0,9351560.0,7.7,141,228679.0,2.39,105.49137454545455
882,Four Brothers (2005),92374674.0,45000000.0,21176925.0,6.8,109,128973.0,2.39,105.27705333333333
293,Star Trek: Insurrection (1998),119000000.0,58000000.0,22052836.0,6.4,103,67821.0,2.39,105.17241379310344
733,Gothika (2003),81896744.0,40000000.0,19288438.0,5.8,98,103191.0,1.85,104.74186
1143,Tropic Thunder (2008),188072649.0,92000000.0,25812796.0,7.0,107,364637.0,2.35,104.42679239130435
1435,Tower Heist (2011),152930623.0,75000000.0,24025190.0,6.2,104,128933.0,2.35,103.90749733333334
228,Lethal Weapon 4 (1998),285444603.0,140000000.0,34048124.0,6.6,127,148155.0,2.39,103.88900214285715
780,Saved! (2004),10156933.0,5000000.0,459386.0,6.7,92,43745.0,1.85,103.13866
957,My Super Ex-Girlfriend (2006),60896147.0,30000000.0,8603460.0,5.1,96,60293.0,2.35,102.98715666666666
